transaction_id,customer_id,amount,payment_method,failure_reason,retry_count,previous_transactions,previous_success_rate,subscription_status,customer_type,days_since_failure,time_since_last_success,device_risk_score,historical_failure_count,recovered,recovery_outcome
txn_7ab36c02975f,cust_000575,1439.66,card,insufficient_funds,0,0,0.5,paused,new,22,720.0,0.332,1,0,not_recovered
txn_b7ebe3756deb,cust_000721,1478.88,upi,bank_server_error,0,4,0.535,cancelled,returning,26,54.3,0.234,3,1,recovered
txn_60e13cfcbae9,cust_001089,2065.34,card,bank_server_error,0,13,0.94,none,loyal,1,28.8,0.124,2,0,not_recovered
txn_08721f2a8ccf,cust_000753,765.69,card,insufficient_funds,0,5,0.883,none,returning,18,15.7,0.268,3,0,not_recovered
txn_ad306b7cc70a,cust_001058,267.87,card,invalid_card,1,4,0.485,paused,returning,9,175.2,0.046,0,0,not_recovered
txn_4c2eec354667,cust_001322,2478.04,card,risk_flagged,1,23,0.874,active,loyal,12,22.8,0.152,2,0,not_recovered
txn_7ccdc1cf1222,cust_001277,333.62,wallet,invalid_card,1,7,0.597,none,returning,17,17.7,0.282,1,0,not_recovered
txn_e98460aedc95,cust_000408,817.51,wallet,invalid_card,0,3,0.649,none,returning,15,25.4,0.314,4,0,not_recovered
txn_38d493e3a3b8,cust_000435,405.68,card,otp_failed,0,22,0.756,paused,loyal,30,124.0,0.059,2,0,not_recovered
txn_599162ae2afb,cust_001533,453.23,netbanking,bank_server_error,2,10,0.754,paused,returning,13,37.4,0.25,2,0,not_recovered
txn_2808d86230f1,cust_000621,2932.82,upi,risk_flagged,2,0,0.5,paused,new,29,720.0,0.683,0,0,not_recovered
txn_0961b916291b,cust_000201,1635.86,emi,network_timeout,0,0,0.5,none,new,21,720.0,0.257,0,1,recovered
txn_6995a0c6016b,cust_000350,1583.57,card,card_declined_bank,1,0,0.5,none,new,19,720.0,0.411,0,0,not_recovered
txn_1944d947e5e9,cust_000319,611.36,card,bank_server_error,0,1,0.821,paused,returning,16,43.0,0.301,2,1,recovered
txn_4cb5f58dd042,cust_000816,1107.36,upi,otp_failed,0,4,0.907,paused,returning,10,19.0,0.062,1,0,not_recovered
txn_d961c1b2b645,cust_001080,2804.02,netbanking,insufficient_funds,2,7,0.951,none,returning,18,240.2,0.59,1,1,recovered
txn_0b02da849753,cust_000068,1906.69,upi,insufficient_funds,2,8,0.763,cancelled,returning,17,21.8,0.17,1,1,recovered
txn_a216c7841a11,cust_001081,4189.79,upi,network_timeout,2,7,0.658,paused,returning,3,96.3,0.495,0,0,not_recovered
txn_6381f0918f7b,cust_001386,4762.76,card,bank_server_error,0,17,0.88,none,loyal,28,214.8,0.42,3,0,not_recovered
txn_640637b294c4,cust_000523,1592.41,upi,insufficient_funds,0,0,0.5,active,new,27,720.0,0.252,0,0,not_recovered
txn_80370b121492,cust_000525,377.28,netbanking,insufficient_funds,1,12,0.795,active,returning,20,158.3,0.305,1,0,not_recovered
txn_5845f913211e,cust_001349,1011.33,card,insufficient_funds,1,5,0.539,paused,returning,20,74.8,0.186,1,1,recovered
txn_14de044f7ec4,cust_000508,1830.02,upi,otp_failed,0,6,0.904,active,returning,4,126.2,0.347,4,1,recovered
txn_e2b88dc6dc9d,cust_001241,993.43,upi,insufficient_funds,0,0,0.5,none,new,18,720.0,0.408,0,0,not_recovered
txn_314432fd14cc,cust_000639,773.43,upi,card_declined_bank,0,6,0.563,none,returning,30,130.6,0.312,3,0,not_recovered
txn_af33573e4e49,cust_000177,2127.66,upi,network_timeout,0,21,0.783,paused,loyal,3,225.5,0.376,0,1,recovered
txn_c0b690e20943,cust_000508,17805.68,netbanking,otp_failed,1,4,0.821,paused,returning,27,119.7,0.255,0,0,not_recovered
txn_34f4c1ee9a51,cust_001511,1287.72,emi,network_timeout,0,15,0.779,paused,loyal,10,27.2,0.152,0,0,not_recovered
txn_28bb285d7b3a,cust_001022,1993.16,upi,bank_server_error,0,19,0.731,none,loyal,6,132.8,0.543,2,1,recovered
txn_e9b93a4746d5,cust_001107,613.49,card,bank_server_error,0,3,0.822,active,returning,27,55.8,0.09,4,0,not_recovered
txn_0693c8430469,cust_001451,6118.43,card,otp_failed,0,6,0.426,none,returning,20,97.9,0.301,2,0,not_recovered
txn_6fae4c627c74,cust_000664,4390.81,card,bank_server_error,0,3,0.853,active,returning,24,72.1,0.061,2,1,recovered
txn_11cd72a7ccb0,cust_000790,4126.4,card,bank_server_error,0,17,0.631,none,loyal,27,206.9,0.779,3,0,not_recovered
txn_6ce2ee4a8c11,cust_001152,6794.14,card,network_timeout,1,0,0.5,cancelled,new,0,720.0,0.02,0,1,recovered
txn_30f4a4f9897b,cust_001254,1360.21,upi,bank_server_error,0,7,0.474,none,returning,6,37.8,0.095,1,1,recovered
txn_eb1aceeced9f,cust_000629,1522.07,card,insufficient_funds,1,19,0.831,none,loyal,7,333.5,0.064,2,0,not_recovered
txn_50839cef924f,cust_000506,9310.43,card,otp_failed,0,0,0.5,none,new,28,720.0,0.435,0,0,not_recovered
txn_cc2dfcf14a0b,cust_000530,3531.42,netbanking,bank_server_error,0,3,0.631,paused,returning,16,17.5,0.153,1,1,recovered
txn_5fbc42bf2ddb,cust_000645,271.16,card,card_declined_bank,0,5,0.723,none,returning,5,33.0,0.114,1,0,not_recovered
txn_87cd9a9a1d35,cust_000091,3008.93,upi,bank_server_error,1,21,0.757,none,loyal,21,6.8,0.056,3,0,not_recovered
txn_ad3f56687435,cust_001396,1183.78,wallet,insufficient_funds,0,10,0.775,active,loyal,11,124.7,0.274,2,0,not_recovered
txn_ac099dc6d888,cust_000700,4484.38,upi,insufficient_funds,0,0,0.5,none,new,17,720.0,0.563,1,0,not_recovered
txn_d99ae56409e2,cust_000081,2885.26,card,network_timeout,0,10,0.538,active,returning,29,28.5,0.244,1,1,recovered
txn_5155cd9a3c40,cust_001531,417.18,card,bank_server_error,0,0,0.5,none,new,8,720.0,0.46,0,0,not_recovered
txn_7cc9a1ee770b,cust_000784,2545.16,upi,card_declined_bank,0,7,0.947,paused,returning,29,1.3,0.061,2,0,not_recovered
txn_d5cc9ad5dcb0,cust_001438,2415.27,upi,card_declined_bank,0,4,0.899,active,returning,23,64.0,0.197,5,0,not_recovered
txn_5230ceb126ec,cust_001288,2771.42,card,bank_server_error,0,18,0.615,none,loyal,0,23.3,0.483,2,0,not_recovered
txn_35c6a1e68289,cust_001292,3354.22,upi,network_timeout,0,0,0.5,active,new,12,720.0,0.464,0,1,recovered
txn_472ac4e75548,cust_000941,7679.96,upi,risk_flagged,1,0,0.5,active,new,26,720.0,0.32,0,1,recovered
txn_5413cca650d5,cust_000988,2900.1,card,network_timeout,0,7,0.896,active,returning,26,221.6,0.36,0,0,not_recovered
txn_2860c402b95b,cust_000157,2039.8,upi,insufficient_funds,2,9,0.598,active,returning,21,43.7,0.16,2,1,recovered
txn_2e9b0f09d99b,cust_000122,5614.85,card,risk_flagged,1,7,0.552,cancelled,returning,21,15.0,0.172,2,0,not_recovered
txn_0d66ae0ade7c,cust_000093,15039.97,card,insufficient_funds,0,0,0.5,cancelled,new,27,720.0,0.608,0,0,not_recovered
txn_391262c9f04b,cust_000897,4553.1,netbanking,network_timeout,1,0,0.5,none,new,4,720.0,0.224,0,0,not_recovered
txn_e82ea91f02cb,cust_001366,2405.67,card,insufficient_funds,0,15,0.945,none,loyal,14,1.0,0.268,0,1,recovered
txn_9c7a669c1dc7,cust_000637,2949.17,upi,otp_failed,2,0,0.5,paused,new,10,720.0,0.246,0,0,not_recovered
txn_54b91a35bd74,cust_000629,2516.03,upi,network_timeout,2,5,0.668,paused,returning,30,81.7,0.03,2,0,not_recovered
txn_cd18c636e33e,cust_000989,2031.78,card,otp_failed,1,26,0.643,none,loyal,23,314.0,0.265,3,1,recovered
txn_9962375f0842,cust_000718,14025.8,wallet,bank_server_error,0,0,0.5,active,new,23,720.0,0.105,0,0,not_recovered
txn_2fba951ca733,cust_001248,1018.26,card,insufficient_funds,2,6,0.802,none,returning,2,88.2,0.377,1,1,recovered
txn_9f0ed07cd439,cust_000278,5650.02,card,insufficient_funds,1,0,0.5,cancelled,new,23,720.0,0.327,1,0,not_recovered
txn_ef8b113092c0,cust_001245,1784.21,wallet,card_declined_bank,1,21,0.669,active,loyal,25,65.0,0.048,2,0,not_recovered
txn_139abf65af7c,cust_000727,527.22,upi,insufficient_funds,0,7,0.625,none,returning,13,9.6,0.297,0,0,not_recovered
txn_fd86841bc6f4,cust_000233,1686.67,upi,card_declined_bank,2,24,0.784,none,loyal,26,46.2,0.201,1,0,not_recovered
txn_6c98fd1f8a86,cust_000644,1221.58,card,bank_server_error,1,0,0.5,none,new,12,720.0,0.424,0,0,not_recovered
txn_7d1cda2a202f,cust_001136,3360.41,card,network_timeout,0,8,0.872,none,returning,20,6.8,0.406,1,0,not_recovered
txn_05d6c624084d,cust_001210,2169.32,upi,bank_server_error,2,6,0.654,none,returning,6,41.8,0.311,3,1,recovered
txn_439a911f253e,cust_001237,796.46,card,bank_server_error,1,0,0.5,cancelled,new,15,720.0,0.079,0,0,not_recovered
txn_6078d8149fdf,cust_000144,7509.37,card,bank_server_error,2,0,0.5,paused,new,1,720.0,0.258,0,0,not_recovered
txn_f7c88125c1a5,cust_000312,5330.08,netbanking,card_declined_bank,0,0,0.5,active,new,3,720.0,0.265,0,0,not_recovered
txn_bd05657ccef7,cust_000988,8328.59,card,risk_flagged,0,21,0.709,paused,loyal,27,35.9,0.289,4,0,not_recovered
txn_f064b86f92d6,cust_001360,2473.2,card,card_declined_bank,1,4,0.844,paused,returning,21,354.8,0.147,4,1,recovered
txn_bb7a40e9375d,cust_001505,1934.96,card,otp_failed,0,4,0.58,none,returning,18,125.8,0.054,1,0,not_recovered
txn_d8ff3473e3b6,cust_000235,3763.88,upi,bank_server_error,1,8,0.691,none,returning,12,92.4,0.4,3,0,not_recovered
txn_081fdebf4b75,cust_000448,1188.29,upi,otp_failed,1,6,0.759,paused,returning,17,91.8,0.248,2,1,recovered
txn_dd43d8a0e044,cust_001288,2246.33,netbanking,insufficient_funds,0,7,0.562,none,returning,21,76.5,0.319,3,0,not_recovered
txn_d02cb469a22a,cust_001122,1705.97,card,card_declined_bank,1,4,0.583,active,returning,10,114.4,0.435,1,0,not_recovered
txn_9805080d8962,cust_000529,536.5,card,risk_flagged,0,3,0.825,none,returning,10,182.4,0.015,1,0,not_recovered
txn_b3a02ff13fc5,cust_000147,2241.07,upi,insufficient_funds,1,0,0.5,active,new,22,720.0,0.319,1,0,not_recovered
txn_c5a3c1ecceab,cust_000102,1343.63,card,risk_flagged,1,11,0.628,none,loyal,16,141.9,0.329,1,1,recovered
txn_0d0e1a2f0668,cust_000748,1606.32,upi,risk_flagged,0,21,0.808,active,loyal,12,33.5,0.318,1,0,not_recovered
txn_3fb64180d79c,cust_000166,2772.23,wallet,bank_server_error,0,0,0.5,none,new,13,720.0,0.153,0,1,recovered
txn_f036f9d9a2b6,cust_000560,6280.97,upi,risk_flagged,0,8,0.878,none,returning,25,376.0,0.223,2,0,not_recovered
txn_4ce6a7b584d5,cust_000378,930.86,upi,network_timeout,0,0,0.5,paused,new,16,720.0,0.305,1,0,not_recovered
txn_1a7ab92bf5b2,cust_001115,1476.01,emi,network_timeout,1,20,0.703,none,loyal,2,59.5,0.205,2,0,not_recovered
txn_aee220257b58,cust_001056,1003.68,card,insufficient_funds,0,16,0.836,cancelled,loyal,25,61.2,0.453,1,1,recovered
txn_613072850673,cust_001482,946.56,wallet,bank_server_error,0,24,0.534,cancelled,loyal,7,187.4,0.079,0,0,not_recovered
txn_d36cf84a1720,cust_000488,1170.15,upi,insufficient_funds,0,0,0.5,active,new,2,720.0,0.168,0,1,recovered
txn_94258f0f6f07,cust_001184,1674.37,upi,invalid_card,1,0,0.5,none,new,8,720.0,0.163,0,0,not_recovered
txn_fdeba0b6f222,cust_000068,3385.59,wallet,insufficient_funds,1,0,0.5,active,new,3,720.0,0.265,0,0,not_recovered
txn_b74c63490a6a,cust_000294,2666.18,upi,insufficient_funds,0,0,0.5,paused,new,0,720.0,0.237,0,1,recovered
txn_a65996e606cb,cust_001137,771.88,upi,otp_failed,0,0,0.5,none,new,21,720.0,0.359,0,1,recovered
txn_7e754bcdfbed,cust_001268,6404.42,card,network_timeout,0,0,0.5,active,new,20,720.0,0.14,1,1,recovered
txn_106afc53a7f3,cust_000993,4674.94,upi,card_declined_bank,0,12,0.581,active,loyal,9,33.9,0.268,1,0,not_recovered
txn_086451d3060c,cust_000047,887.97,upi,insufficient_funds,0,0,0.5,none,new,21,720.0,0.24,0,0,not_recovered
txn_bfb212e49fc4,cust_000051,6013.12,card,invalid_card,1,0,0.5,paused,new,1,720.0,0.092,2,0,not_recovered
txn_c2c7d3ab8999,cust_001058,2681.8,upi,otp_failed,0,15,0.505,paused,loyal,12,37.8,0.093,1,0,not_recovered
txn_35c983032c49,cust_000088,1735.74,upi,network_timeout,0,5,0.722,active,returning,17,21.4,0.433,2,1,recovered
txn_8d39c52d21eb,cust_000072,2758.03,card,network_timeout,1,7,0.52,none,returning,24,22.9,0.395,3,1,recovered
txn_53def7cf5dc9,cust_001254,1952.38,card,network_timeout,1,4,0.5,none,returning,8,11.5,0.108,1,0,not_recovered
txn_bc08131ea0b2,cust_001301,3263.55,upi,invalid_card,0,17,0.702,none,loyal,29,21.7,0.575,1,0,not_recovered
txn_d1cd271e834b,cust_000602,2365.12,card,otp_failed,0,10,0.653,active,returning,11,242.6,0.396,2,1,recovered
txn_710e9f8ececd,cust_001381,1474.86,card,bank_server_error,1,5,0.951,none,returning,22,45.4,0.181,1,0,not_recovered
txn_b099769c38e5,cust_000289,322.71,upi,network_timeout,0,9,0.867,paused,returning,5,245.9,0.169,2,1,recovered
txn_5c7044c89626,cust_001007,3211.41,card,risk_flagged,1,6,0.766,none,returning,20,63.5,0.286,1,0,not_recovered
txn_85b86b1fea85,cust_000923,1427.54,card,network_timeout,1,0,0.5,none,new,17,720.0,0.231,1,0,not_recovered
txn_bd76b6d13245,cust_000375,4024.48,upi,otp_failed,1,0,0.57,none,returning,13,58.2,0.283,4,0,not_recovered
txn_1f232af476a2,cust_001203,3082.53,card,card_declined_bank,0,0,0.5,none,new,7,720.0,0.077,1,0,not_recovered
txn_04ac6035a81c,cust_000309,1461.33,emi,insufficient_funds,0,2,0.945,none,returning,17,11.9,0.387,1,0,not_recovered
txn_a57eab59abed,cust_001089,5017.51,wallet,bank_server_error,1,0,0.5,active,new,12,720.0,0.203,0,0,not_recovered
txn_ca03cd21ad79,cust_000342,2402.72,upi,insufficient_funds,0,0,0.5,active,new,8,720.0,0.372,0,0,not_recovered
txn_a0afeb8e0877,cust_000304,2315.26,emi,insufficient_funds,0,0,0.5,cancelled,new,16,720.0,0.504,0,0,not_recovered
txn_2eb8c806a5fc,cust_000481,1764.64,netbanking,invalid_card,0,13,0.295,paused,loyal,7,207.3,0.465,3,0,not_recovered
txn_8116dc69f56c,cust_000607,9092.45,card,otp_failed,0,0,0.5,none,new,20,720.0,0.019,0,0,not_recovered
txn_67dd4256b7dd,cust_000778,1051.59,upi,risk_flagged,1,7,0.66,active,returning,0,68.0,0.38,4,0,not_recovered
txn_f1bc051a9d10,cust_000404,1494.57,card,bank_server_error,2,20,0.416,active,loyal,7,243.6,0.466,2,0,not_recovered
txn_b10e4caa01f1,cust_000083,656.16,upi,insufficient_funds,1,0,0.5,active,new,14,720.0,0.2,1,1,recovered
txn_84ff6c2ac799,cust_000338,3843.19,upi,card_declined_bank,0,4,0.943,cancelled,returning,3,57.6,0.406,0,1,recovered
txn_65db8e17d5e2,cust_001202,1183.3,card,bank_server_error,2,0,0.5,paused,new,6,720.0,0.381,0,0,not_recovered
txn_56c8baa9db00,cust_000362,1308.93,card,network_timeout,1,0,0.5,none,new,13,720.0,0.151,1,1,recovered
txn_227fceac8b15,cust_000773,1254.83,wallet,insufficient_funds,0,10,0.921,cancelled,returning,14,54.1,0.461,1,1,recovered
txn_b3f4c9d8154b,cust_000814,2114.24,card,otp_failed,1,20,0.873,active,loyal,10,8.7,0.302,3,1,recovered
txn_8a111ce5547b,cust_000864,648.28,card,card_declined_bank,0,0,0.5,none,new,25,720.0,0.129,0,0,not_recovered
txn_13d9c4015414,cust_000329,265.36,card,insufficient_funds,0,8,0.407,active,returning,15,93.3,0.067,0,0,not_recovered
txn_68c6e129ab8e,cust_001004,3016.74,upi,risk_flagged,0,0,0.5,none,new,11,720.0,0.49,1,0,not_recovered
txn_c42de487ded0,cust_000464,298.21,netbanking,insufficient_funds,0,5,0.752,cancelled,returning,15,57.7,0.366,2,0,not_recovered
txn_25310541efbf,cust_000247,4310.13,netbanking,insufficient_funds,0,12,0.588,paused,returning,9,177.7,0.334,2,0,not_recovered
txn_c6f9c1426377,cust_000003,8124.79,upi,network_timeout,0,9,0.75,active,returning,1,139.0,0.286,2,1,recovered
txn_753d35cd3d60,cust_000934,1723.65,card,card_declined_bank,0,6,0.638,active,returning,13,335.4,0.343,4,0,not_recovered
txn_11ba6984111e,cust_000200,6435.24,card,insufficient_funds,0,0,0.5,none,new,11,720.0,0.231,0,1,recovered
txn_f0ab204c40f8,cust_000623,1955.05,upi,bank_server_error,0,6,0.689,active,returning,15,6.2,0.079,0,1,recovered
txn_2f91fe420db5,cust_000273,8428.02,netbanking,insufficient_funds,1,7,0.818,none,returning,15,177.0,0.224,0,0,not_recovered
txn_0ac29be07210,cust_000726,1325.31,upi,otp_failed,1,5,0.697,none,returning,8,54.9,0.119,2,1,recovered
txn_87b939a52280,cust_001246,237.84,upi,card_declined_bank,0,0,0.5,active,new,14,720.0,0.092,0,0,not_recovered
txn_262840cee046,cust_000932,1859.53,upi,insufficient_funds,1,6,0.785,active,returning,18,24.7,0.298,0,0,not_recovered
txn_0c7c50f841df,cust_001067,9294.4,upi,invalid_card,0,6,0.912,active,returning,7,122.0,0.526,1,0,not_recovered
txn_ac2d282926a8,cust_000376,3233.99,upi,network_timeout,0,0,0.5,cancelled,new,0,720.0,0.491,0,0,not_recovered
txn_1ba39b5f1639,cust_000430,1256.66,upi,network_timeout,0,0,0.5,none,new,5,720.0,0.367,0,1,recovered
txn_f734826b248c,cust_000133,2686.54,upi,otp_failed,0,4,0.731,none,returning,15,76.8,0.245,4,0,not_recovered
txn_cfd8b608f5d8,cust_001231,4788.69,upi,otp_failed,0,9,0.971,none,returning,21,93.5,0.329,1,0,not_recovered
txn_df1bbe0f28dd,cust_000641,1850.01,wallet,insufficient_funds,1,0,0.5,none,new,20,720.0,0.094,0,0,not_recovered
txn_ab41d189daf9,cust_001499,21242.33,upi,bank_server_error,1,17,0.773,active,loyal,23,75.2,0.22,3,1,recovered
txn_8b9553a9b168,cust_000236,1254.29,card,insufficient_funds,2,4,0.472,active,returning,14,55.1,0.615,1,1,recovered
txn_af3ce02b4d23,cust_001357,4925.89,card,bank_server_error,2,8,0.532,none,returning,27,148.3,0.379,1,0,not_recovered
txn_9615fbd44b6a,cust_000120,3966.91,upi,otp_failed,0,8,0.375,none,returning,30,106.2,0.228,0,1,recovered
txn_ced6f2c0b2d0,cust_000693,1064.39,upi,invalid_card,0,10,0.884,active,returning,0,56.9,0.142,4,0,not_recovered
txn_2f74aaa2f532,cust_001123,1363.76,upi,bank_server_error,0,5,0.489,none,returning,4,69.7,0.17,1,0,not_recovered
txn_21ed994c0f38,cust_001001,4995.48,upi,otp_failed,0,15,0.441,cancelled,loyal,12,371.7,0.324,1,0,not_recovered
txn_ad8a4c874de8,cust_000949,2276.31,card,otp_failed,1,1,0.824,active,returning,14,230.2,0.329,6,1,recovered
txn_33201f04cb35,cust_001179,2708.81,upi,insufficient_funds,0,8,0.645,active,returning,6,160.3,0.249,6,1,recovered
txn_fad66d82f40d,cust_000245,458.35,upi,insufficient_funds,0,7,0.602,none,returning,9,74.6,0.325,1,1,recovered
txn_26606c67ab26,cust_000480,3606.16,upi,invalid_card,0,6,0.721,active,returning,1,77.9,0.136,0,0,not_recovered
txn_a95dd5c0bd43,cust_000762,2587.81,upi,network_timeout,1,0,0.5,none,new,27,720.0,0.296,0,0,not_recovered
txn_cc38c18a5213,cust_000798,1886.5,card,card_declined_bank,0,2,0.566,none,returning,24,115.2,0.238,0,0,not_recovered
txn_48bccdc203a6,cust_001416,2765.02,upi,network_timeout,1,7,0.509,none,returning,5,57.9,0.026,1,0,not_recovered
txn_abba94e81547,cust_001327,1382.58,netbanking,card_declined_bank,0,17,0.788,none,loyal,12,49.9,0.254,5,0,not_recovered
txn_f4f82c94bad8,cust_001411,1172.96,wallet,network_timeout,0,9,0.79,none,returning,16,72.4,0.398,4,1,recovered
txn_f41fc3027ed0,cust_000403,1607.29,upi,invalid_card,0,5,0.906,paused,returning,13,55.4,0.569,1,0,not_recovered
txn_25e5fd564ae3,cust_000686,1315.82,card,otp_failed,1,24,0.667,active,loyal,13,177.4,0.299,1,0,not_recovered
txn_1d363d73fdfe,cust_001202,14221.02,upi,network_timeout,1,3,0.736,none,returning,17,197.3,0.093,2,0,not_recovered
txn_4dfd5230d54e,cust_001419,4540.01,upi,otp_failed,0,0,0.5,none,new,28,720.0,0.124,0,0,not_recovered
txn_0f24111e4bc1,cust_000600,835.79,card,otp_failed,0,0,0.5,none,new,16,720.0,0.221,2,0,not_recovered
txn_240b0f9a43f5,cust_001315,12489.79,netbanking,insufficient_funds,0,0,0.5,active,new,17,720.0,0.244,0,0,not_recovered
txn_6247ccd38497,cust_000363,1353.47,card,insufficient_funds,0,0,0.5,none,new,8,720.0,0.135,0,0,not_recovered
txn_03350be34c3e,cust_000188,2051.88,card,card_declined_bank,0,6,0.679,none,returning,14,47.8,0.245,2,0,not_recovered
txn_11e22b45cfc6,cust_001007,4481.33,card,card_declined_bank,0,5,0.506,active,returning,20,162.5,0.314,2,0,not_recovered
txn_f70849332866,cust_000433,339.34,card,insufficient_funds,1,11,0.693,none,returning,18,37.4,0.287,3,1,recovered
txn_b8239fffcdb2,cust_000807,1614.33,wallet,risk_flagged,1,0,0.5,paused,new,15,720.0,0.176,0,0,not_recovered
txn_4ff5243c1b0b,cust_000409,1192.73,upi,insufficient_funds,1,8,0.551,none,returning,22,50.8,0.11,4,0,not_recovered
txn_1ecb26ce44e5,cust_000477,2403.24,card,network_timeout,1,0,0.5,active,new,6,720.0,0.193,0,0,not_recovered
txn_7aacc3b74bbd,cust_000060,2787.9,upi,otp_failed,2,33,0.569,paused,loyal,0,26.5,0.2,2,0,not_recovered
txn_98e47a3241ac,cust_001012,1863.97,card,network_timeout,2,0,0.5,active,new,9,720.0,0.05,0,0,not_recovered
txn_4611674e8918,cust_000849,1787.76,card,insufficient_funds,0,2,0.767,cancelled,returning,7,96.7,0.221,1,1,recovered
txn_9120a3cbcc6b,cust_000627,5211.48,card,bank_server_error,0,0,0.5,none,new,28,720.0,0.228,0,0,not_recovered
txn_73ea793dfdec,cust_000947,2621.07,upi,insufficient_funds,0,3,0.826,active,returning,7,64.3,0.063,2,0,not_recovered
txn_a30ac0d7b82b,cust_000650,2074.1,card,network_timeout,1,8,0.895,paused,returning,28,66.9,0.591,4,1,recovered
txn_6b5a06b5102a,cust_000080,2282.63,netbanking,otp_failed,0,7,0.413,none,returning,12,8.7,0.231,3,0,not_recovered
txn_80a097406a31,cust_000835,10428.52,card,bank_server_error,0,0,0.5,none,new,22,720.0,0.267,2,1,recovered
txn_1f494e3ecd50,cust_000929,2334.16,upi,card_declined_bank,0,12,0.613,none,loyal,17,193.8,0.715,1,1,recovered
txn_36b4c321b928,cust_001014,1257.65,netbanking,otp_failed,0,7,0.416,none,returning,0,230.8,0.43,3,1,recovered
txn_77c03a5d795a,cust_000333,358.49,card,bank_server_error,0,5,0.858,none,returning,28,6.0,0.411,0,1,recovered
txn_87ae89bfe5d7,cust_000533,549.75,card,insufficient_funds,1,19,0.895,paused,loyal,14,29.0,0.441,1,0,not_recovered
txn_c5fef6b28cf0,cust_000407,1312.48,wallet,card_declined_bank,0,24,0.827,active,loyal,17,73.0,0.074,3,1,recovered
txn_2eb2f2e34b5c,cust_000827,1812.5,upi,network_timeout,1,0,0.5,none,new,8,720.0,0.22,0,1,recovered
txn_b26bc09043ee,cust_000043,1211.9,upi,insufficient_funds,0,0,0.5,none,new,5,720.0,0.075,0,1,recovered
txn_74c0dbac8e29,cust_000062,2740.87,card,risk_flagged,1,0,0.5,none,new,1,720.0,0.257,0,0,not_recovered
txn_078c1c6a6acd,cust_000018,1197.92,card,card_declined_bank,0,0,0.5,none,new,16,720.0,0.091,0,1,recovered
txn_0d37276f2ec8,cust_001284,877.4,upi,otp_failed,0,5,0.492,none,returning,9,37.8,0.646,3,0,not_recovered
txn_8539cd4b4319,cust_001023,3468.16,wallet,network_timeout,2,23,0.829,paused,loyal,13,31.0,0.641,5,0,not_recovered
txn_acc6c053ee1d,cust_000584,6853.09,card,network_timeout,2,17,0.375,none,loyal,30,18.4,0.296,4,0,not_recovered
txn_dca7c3eb9da1,cust_000335,737.71,netbanking,bank_server_error,1,3,0.602,active,returning,20,388.1,0.179,0,1,recovered
txn_3b8c8c10a10d,cust_001213,2488.27,upi,card_declined_bank,2,8,0.939,none,returning,22,11.6,0.252,4,0,not_recovered
txn_d13859beb6c3,cust_001486,359.78,card,bank_server_error,0,15,0.943,active,loyal,19,81.7,0.212,2,1,recovered
txn_2d04de654baa,cust_001308,530.02,card,network_timeout,0,18,0.665,active,loyal,5,25.4,0.23,2,1,recovered
txn_a6a1941d9220,cust_001397,1176.28,card,network_timeout,0,0,0.5,active,new,20,720.0,0.161,1,0,not_recovered
txn_2b7ebfb8b8a5,cust_000251,5549.26,upi,otp_failed,1,4,0.625,none,returning,27,52.4,0.242,2,0,not_recovered
txn_a04b8371453c,cust_000062,991.45,upi,otp_failed,1,23,0.663,cancelled,loyal,30,141.2,0.128,1,1,recovered
txn_45ce533e7ee1,cust_000470,958.63,upi,network_timeout,2,0,0.5,none,new,1,720.0,0.317,1,0,not_recovered
txn_60d6c0cf8b26,cust_001285,2064.16,card,network_timeout,1,8,0.78,active,returning,0,24.4,0.237,1,1,recovered
txn_a584e7f5654f,cust_001359,2066.01,upi,insufficient_funds,1,19,0.793,paused,loyal,30,35.0,0.201,1,0,not_recovered
txn_87cba5a94b3e,cust_001048,985.73,upi,network_timeout,0,20,0.924,active,loyal,23,77.5,0.202,1,0,not_recovered
txn_16bda221393b,cust_000854,11939.4,upi,bank_server_error,0,22,0.657,cancelled,loyal,0,13.0,0.219,3,1,recovered
txn_9e1fe3dab5ed,cust_000634,1573.68,upi,network_timeout,0,6,0.749,none,returning,26,61.9,0.491,1,0,not_recovered
txn_90096613667a,cust_001007,2213.27,card,otp_failed,1,0,0.5,active,new,29,720.0,0.541,0,0,not_recovered
txn_bdb0a8cfc467,cust_000358,1391.86,upi,card_declined_bank,0,0,0.5,none,new,7,720.0,0.222,0,0,not_recovered
txn_da262da4c52c,cust_000342,2968.98,card,invalid_card,2,6,0.881,none,returning,6,96.0,0.281,2,0,not_recovered
txn_326361abafd1,cust_000879,6072.11,card,invalid_card,1,8,0.799,paused,returning,23,44.6,0.404,1,0,not_recovered
txn_ac830a597348,cust_000696,8931.12,card,insufficient_funds,0,6,0.582,active,returning,9,35.4,0.103,2,0,not_recovered
txn_5a60e12b79f3,cust_001409,1006.22,upi,network_timeout,1,3,0.55,paused,returning,3,124.8,0.247,3,0,not_recovered
txn_3c6b45797cdf,cust_000209,5381.46,upi,insufficient_funds,0,12,0.453,paused,returning,21,93.0,0.505,1,0,not_recovered
txn_b68e173d0b3e,cust_000178,3277.1,card,otp_failed,1,5,0.507,paused,returning,16,77.4,0.036,1,0,not_recovered
